text,selected_text,sentiment
is sad she got her plans cancled,sad,negative
Went shopping a lil... I deserve it... And now a night on the town in the big city of Norfolk,deserve,positive
" me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible",n.  Terrib,negative
" pictures of your bliss?  In JPEG format?  Sorry, it`s message board terminology and u don`t play w/us on the boards","pictures of your bliss?  In JPEG format?  Sorry, it`s message board terminology and u don`t play w/us on the board",negative
i think i just good stood up...,good,positive
has got a degree in BS.,has got a degree in BS.,positive
 what was it? I missed it.,what was it? I missed it.,neutral
sometimes i wish things could go back to the way they were the beginning of last summer,sometimes i wish things could go back to the way they were the beginning of last summer,neutral
" sad, but true","sad, but true",neutral
Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography  http://yfrog.com/0xhu5j,Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography,negative
"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers.",i HATE when i see pregnant women smokinggg!!!!,negative
`ss back to the gym project. Finally finished ... **** filthy hobo`s always trying to eat my taco`s.  !!   </3,filthy,negative
 night Diana and if you travel soon take care,night Diana and if you travel soon take care,positive
 Good to see you haven`t lost your sense of humour.  Get well soon,Good to see,positive
just wake up.and i got flu  http://plurk.com/p/x2zp6,flu,negative
 oops I meant 19th  snowdaysss..,oops,negative
 that really sucks I feel bad for you at least I woke up at eight.,I feel bad for you,negative
Writing Mother`s Day cards for my mom and gran...  hurray!,hurray!,positive
nursing my scratches and bumps from Festivus mud wrestling. I swear there`s still dirt in my hair but a good time was had by all,nursing my scratches and bumps from Festivus mud wrestling. I swear there`s still dirt in my hair but a good time was had by all,negative
I`m sick!  it sucks! IM me! ohbabayy33,I`m sick!  it sucks!,negative
It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,neutral
 We need men to give their input too so I`ll fill u in on the time very soon,We need men to give their input too so I`ll fill u in on the time very soon,neutral
10 25 Am Still waiting on the doc to come and break my water.,10 25 Am Still waiting on the doc to come and break my water.,neutral
Wow I really need to have fun tonight now,fun,positive
"Yeah, I think we`ve earned it!","Yeah, I think we`ve earned it!",neutral
"Getting closer to logging in. My left hand is so swollen, I can`t wear my wedding ring. I keep forgetting and worrying that I lost it.",worrying th,negative
I really need to lose weight. Anybody wanna be my exercise-buddy?,I really need to lose weight. Anybody wanna be my exercise-buddy?,neutral
 I love colorful horsies!,love,positive
_Nessiah Yeah I will  In fifteen minutes or so.,_Nessiah Yeah I will  In fifteen minutes or so.,neutral
 what are these ones called?   http://twitpic.com/4wauk,what are these ones called?   http://twitpic.com/4wauk,neutral
 cuz ima always late haha dammit she got me good,cuz ima always late haha dammit she got me good,neutral
"Ok, ahhh! Last chance to go into school before chemistry exam!!","Ok, ahhh! Last chance to go into school before chemistry exam!!",neutral
 - just took over the #1 Most Endorsed spot on twindexx.com - thanks to the endorsement by ,thanks to the endorsement,positive
" No, but I missed you",missed,negative
Follow _joe he`s cool,cool,positive
"http://bit.ly/UnRyF  I want this, but...","I want this, but...",neutral
Hum -1 for Bill Bailey,Hum -1 for Bill Bailey,neutral
Ugh!! Why isn`t inFamous on xbox360!!!?? **** lame.. Its only on PS3..,**** lame..,negative
feelin lonely now after spendin the last 50 hours with my friends,feelin lonely,negative
sweaty and tired from the 6 lap run.  gonna do sun run next year no matter what.,tired,negative
 Ahhh I can only imagine what you`re looking at!! So luckyyy. Hope your having fun.,Hope,positive
Happy Mother`s Day to all my favorite moms.,Happy,positive
 whyd u feel awful after last night?,whyd u feel awful after last night?,negative
Enjoying the happiness of this special day. Another day that I can make the best one of my life,Enjoying the happiness of this special day. Another day that I can make the best one of my life,positive
I give in to easily,I give in to easily,negative
"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won`t give me any",beautiful,positive
Hmmm thinking about taking back that I feel better this morning - I think I spoke to early,I feel better this morning,positive
just got the bouquet of flowers for my mom  HEHEHE SWEET ),HEHEHE SWEET ),positive
"1 surprise party today, 2 parties tomorrow.  FunFunFun! But, need to finish bug project. O_O",FunFunFun!,positive
_jenkins nothing yet,_jenkins nothing yet,neutral
"math is all that is left for the day, then the DMV","math is all that is left for the day, then the DMV",neutral
Had to eat my sandwhich since guys were in a meeting. No sushi to brag about.,Had to eat my sandwhich since guys were in a meeting. No sushi to brag about.,neutral
"_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x","_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x",neutral
"  I wasn`t tryin to call you out, I just remember my dad ALWAYS had my **** late. He never got in trouble, I did.",". He never got in trouble, I did",negative
  if you need to talk or vent let me know,if you need to talk or vent let me know,neutral
Hmmm.... My whole body feels sore!,sore!,negative
Yum! Whole box of cookies for me,Yum! Whole box of cookies for me,positive
Sometimes people never learn to shut up and stop talking ****,Sometimes people never learn to shut up and stop talking ****,negative
 http://bit.ly/13f5m0  You are not alone in your disbelief but I am quite happy with evolution. It beats the alternatives posited,http://bit.ly/13f5m0  You are not alone in your disbelief but I am quite happy with evolution. It beats the alternatives posited,neutral
Bank holiday  Off to the station now. Catch you all later.,Bank holiday  Off to the station now. Catch you all later.,neutral
" It was a lot of stress, though, so with that and supporting two big families he never quit smoking and died of lung cancer at 51.","It was a lot of stress, though, so with that and supporting two big families he never quit smoking and died of lung cancer at 51.",negative
why do i turn red,why do i turn red,neutral
" lol, my current mp3 player is a brick. It would be nice to have something slim",It would be nice,positive
"Buffett Lambastes Bankers, Insurers for ï¿½Greed,ï¿½ ï¿½Stupidityï¿½ http://is.gd/wyAB","Buffett Lambastes Bankers, Insurers for ï¿½Greed,ï¿½ ï¿½Stupidityï¿½ http://is.gd/wyAB",neutral
Admitting that I don`t like action plots and I do like romance plots always makes me feel like I`m setting back the feminist cause.,Admitting that I don`t like action plots and I do like romance plots always makes me feel like I`m setting back the feminist cause.,neutral
 my film didn`t come out  the camera was broken. lamesauce.,my film didn`t come out  the camera was broken,negative
 I know!!!! He didn`t ask me,I know!!!! He didn`t ask me,neutral
 is it bad that I sort of want her to miss me?  I know I will be missing her.,e missing,negative
"ahhh, i FINALLY went to yogurtland.  i saved my spoon. hahaha.","ahhh, i FINALLY went to yogurtland.  i saved my spoon. hahaha.",neutral
when living in Spain..you can NEVER take a hot shower for granted..luckily I have nice friends across the street,luckily I have nice friends across the street,positive
" nope no idea, I`ve registered, so far no response","nope no idea, I`ve registered, so far no response",neutral
"aaauuuggghhh! in n out, check! mcdonald`s, check! haha, next is hot cheetos!","aaauuuggghhh! in n out, check! mcdonald`s, check! haha, next is hot cheetos!",neutral
 I would like to be able to go just to ONE of those,I would like to be able to go just to ONE of those,neutral
My legs are so **** sore. And my feet hurt to walk. Whataday,hurt to,negative
I need help Twitter world! Orange theraflu pills...are those going to be the drowsy or non drowsy?,I need help Twitter world! Orange theraflu pills...are those going to be the drowsy or non drowsy?,neutral
http://tinyurl.com/nqudrt - Hurt my finger at work,Hurt,negative
My breath is weezy.  No more going to knotts when you`ve been sick all week.,been sick,negative
"And, I`m accumulating money again, so I can use a fancy finance app. Thinking of getting another CD or an IRA.  saving for a house. crazy!",saving,positive
 haha... sorry  she should be in the whole like two people  follows,sorry,negative
  Thanks for the greeting,Thanks,positive
"just spent the day with Bridget and a small thing that got wind and farted a lot - oh yeah, her baby! Now slightly broody!","just spent the day with Bridget and a small thing that got wind and farted a lot - oh yeah, her baby! Now slightly broody!",neutral
